GENDER,AGEGRP1,NGROUP,BILL,REGION,CLASS,ORGYN,AFFL,LTIME
1,3,2,9500.01,2,3,0,8,7
3,2,6,4000,2,2,0,5,4
2,2,6,3000,1,2,0,10,4
2,2,2,9500.01,4,3,0,15,5
2,1,6,1000,2,2,1,17,4
3,2,3,4000,1,2,0,11,4
3,2,3,600,4,2,0,11,4
2,1,6,0.01,1,1,1,6,4
2,2,6,3000,2,2,0,10,4
2,3,2,3000,3,2,0,6,4
2,3,2,0.01,3,1,0,9,4
2,3,1,5000,4,2,0,5,4
3,2,4,0.01,4,1,0,13,4
2,2,3,0.01,2,1,0,7,4
1,2,6,9519,4,3,0,4,4
2,2,4,4000,4,2,0,9,4
3,2,2,1000,1,2,0,3,4
3,3,2,9531.57,4,3,0,10,5
1,2,6,3000,2,2,0,8,4
2,3,6,9550.94,1,3,0,8,6
1,1,4,0.01,1,1,1,9,4
3,2,2,0.01,1,1,0,8,4
2,3,1,9553.82,4,3,0,8,11
2,3,5,1000,1,2,0,8,4
1,2,2,0.01,4,1,0,9,4
1,2,6,0.01,2,1,0,7,4
1,3,1,9580,4,3,0,7,4
1,2,3,0.01,2,1,0,10,4
2,1,3,480,1,2,1,7,4
1,1,4,0.01,1,1,0,9,4
2,1,4,0.01,1,1,0,9,4
3,2,3,650,4,2,0,10,4
2,3,3,9600,1,3,0,2,28
3,3,6,600,1,2,0,7,4
1,3,6,9600,4,3,0,5,16
2,3,2,9600,4,3,0,7,14
2,3,3,0.01,1,1,0,10,4
2,3,6,0.01,5,1,1,16,4
3,2,3,3600,4,2,0,8,4
2,3,3,9600,4,3,1,10,12
1,2,2,26309.52,1,4,0,5,3
2,1,6,0.01,1,1,0,3,4
2,1,3,0.01,4,1,1,12,4
3,2,4,1000,2,2,0,7,4
3,3,3,9600,1,3,0,15,8
1,2,3,0.01,4,1,0,4,4
2,1,6,0.01,1,1,1,10,4
2,1,3,0.01,1,1,0,8,4
3,2,3,0.01,3,1,0,3,4
2,1,2,1000,4,2,0,10,4
3,2,4,9600,4,3,0,10,8
2,2,6,0.01,2,1,0,11,4
2,3,1,3027.83,4,2,1,11,4
2,2,2,1000,2,2,0,9,4
1,3,3,9600,1,3,0,7,8
2,2,4,0.01,4,1,1,10,4
3,2,6,0.01,2,1,0,8,4
3,2,2,5000,1,2,0,13,4
2,3,3,9600,1,3,0,9,8
2,3,1,5000,3,2,1,8,4
2,3,1,9600,4,3,1,10,8
2,3,3,9600,4,3,0,12,8
3,3,6,0.01,3,1,0,5,4
3,3,2,100,2,2,0,2,4
2,1,2,3000,1,2,1,20,4
3,3,1,3000,4,2,0,7,4
3,3,2,1000,4,2,0,10,4
2,2,3,26313.06,1,4,0,7,3
2,2,4,26448.99,1,4,0,7,3
2,2,6,0.01,4,1,1,10,4
2,3,3,5000,3,2,0,9,4
1,3,4,1000,1,2,0,4,4
2,2,4,9600,1,3,1,5,8
1,1,4,0.01,4,1,1,7,4
2,3,4,0.02,4,2,0,4,4
2,3,3,9600,4,3,1,8,8
1,2,3,9600,4,3,0,10,8
2,2,4,0.01,4,1,1,19,4
1,2,4,3000,4,2,0,10,4
3,2,2,0.01,4,1,0,12,4
1,2,6,26501.03,2,4,0,5,3
3,3,4,1000,4,2,0,7,4
1,3,6,26693.76,1,4,0,11,3
2,2,4,420,1,2,0,4,4
2,2,2,0.01,5,1,0,9,4
2,2,5,1000,3,2,1,14,4
2,2,3,0.01,1,1,1,9,4
3,2,1,9600,4,3,0,7,8
2,2,3,0.02,3,2,0,9,4
2,2,6,0.01,1,1,1,10,4
2,2,3,3000,4,2,0,12,4
3,3,5,2500,3,2,0,7,4
2,2,5,1500,4,2,0,9,4
1,1,5,0.01,5,1,1,15,4
1,1,5,0.01,2,1,1,8,4
2,2,4,0.01,3,1,0,3,4
1,3,2,5000,4,2,0,12,4
2,2,6,0.01,1,1,0,8,4
1,2,3,9600,4,3,1,9,8
1,1,6,0.01,1,1,1,6,4
1,3,2,5000,1,2,0,11,4
2,3,4,26900.91,4,4,0,15,3
2,3,4,3000,4,2,0,9,4
2,1,5,0.02,4,2,0,13,4
2,2,1,9600,4,3,0,12,8
2,3,3,27000,1,4,0,13,21
1,1,4,5000,4,2,1,12,4
1,1,6,600,4,2,0,10,4
2,3,2,1000,4,2,0,6,4
2,3,1,1200,2,2,0,13,4
2,2,1,27000,4,4,0,6,8
3,2,4,0.01,3,1,0,4,4
3,3,2,27000,4,4,0,5,8
1,2,5,0.01,1,1,1,21,4
2,3,1,9600,4,3,0,13,5
3,2,6,0.01,3,1,0,10,4
2,2,3,9600,4,3,1,16,4
2,2,6,3000,1,2,0,7,4
2,3,5,9600,1,3,1,11,4
3,2,6,0.01,1,1,0,8,4
1,3,5,1000,1,2,1,6,4
1,2,3,9600,2,3,0,9,3
2,2,6,420,4,2,0,6,4
1,3,3,5000,5,2,0,10,4
1,2,4,0.01,2,1,0,5,4
2,2,3,4000,2,2,1,3,4
2,1,6,5000,4,2,0,7,4
1,1,3,0.01,1,1,0,8,4
1,3,1,3000,3,2,0,6,4
2,2,4,0.01,2,1,1,9,4
1,2,1,9600.43,4,3,0,12,15
3,2,3,1000,3,2,1,8,4
2,3,2,2500,4,2,0,8,4
1,2,4,0.01,1,1,0,7,4
2,3,3,9604.34,1,3,0,12,4
2,1,4,0.01,2,1,1,6,4
2,2,1,27000,4,4,0,5,7
1,3,6,2038.76,1,2,0,10,3
2,2,4,9630,4,3,0,10,10
2,2,2,27000,4,4,0,8,4
1,3,4,9710.33,1,3,0,6,6
2,1,4,3000,1,2,1,16,3
1,3,4,9715.77,1,3,0,7,9
3,2,1,4000,2,2,0,8,3
2,2,2,9750,4,3,0,7,4
2,3,5,27000,4,4,0,4,4
2,2,2,3000,1,2,0,18,3
2,3,3,9768.5,2,3,1,6,24
2,2,5,3000,4,2,0,12,3
2,3,6,9786.02,1,3,0,10,11
1,3,1,9800,1,3,0,7,22
1,3,3,3000,4,2,0,9,3
1,2,1,9800,1,3,0,10,9
2,3,1,2000,4,2,1,7,3
2,2,2,9800,4,3,0,4,8
2,1,2,1000,2,2,1,9,3
2,3,6,1000,4,2,1,8,3
2,3,4,3000,2,2,1,10,3
3,2,3,9800,4,3,0,6,8
2,1,3,3000,1,2,1,11,3
3,3,5,9800,1,3,0,8,8
1,3,2,9800,4,3,0,11,6
2,3,1,27017.73,4,4,0,6,9
3,2,2,9800,4,3,0,9,5
2,2,4,1000,2,2,0,6,3
2,2,5,27034.59,4,4,1,14,9
2,2,4,9800,1,3,0,3,3
2,3,1,9822.54,4,3,1,7,18
3,3,2,9875.85,1,3,0,7,1
3,3,3,27053.35,4,4,0,6,18
2,1,3,9878,1,3,1,11,8
2,2,6,9884.25,4,3,0,12,8
3,3,2,9884.25,2,3,0,10,8
2,3,2,3000,1,2,0,6,3
2,3,1,27091.71,2,4,0,9,4
2,3,2,27158.67,4,4,0,6,9
2,2,2,9900,2,3,1,4,5
3,3,6,3000,3,2,0,12,3
2,3,1,27497.04,4,4,0,6,23
2,2,2,9901,4,3,0,10,9
2,2,6,0.01,4,1,0,3,3
3,1,3,27500,2,4,0,9,4
1,3,3,9926.67,2,3,0,12,7
1,3,1,9981.46,4,3,0,9,4
2,1,1,1208.13,1,2,1,5,3
2,3,3,9985,4,3,0,9,12
3,2,4,9995.01,4,3,0,8,5
2,2,6,5000,2,2,0,14,3
2,1,3,3000,4,2,0,4,3
2,2,2,10000,4,3,0,7,31
3,3,3,10000,1,3,1,7,31
1,3,4,27909.25,5,4,0,8,12
2,3,4,28000,1,4,0,11,8
3,3,2,28000,1,4,0,9,6
2,1,3,3000,1,2,0,5,3
2,3,4,10000,4,3,0,8,29
2,3,3,5000,1,2,1,10,3
2,3,2,5000,2,2,1,9,3
1,2,3,3000,2,2,0,9,3
2,3,2,3040,1,2,1,8,3
2,1,7,3000,4,2,0,7,3
2,3,2,10000,2,3,0,9,29
1,2,3,12.29,3,2,0,17,3
3,3,3,10000,1,3,1,11,29
2,3,5,10000,1,3,0,9,28
2,2,4,1698.95,4,2,0,10,3
3,3,5,28000,1,4,0,12,4
2,3,4,10000,4,3,1,9,28
2,3,6,10000,3,3,1,9,27
1,3,3,28000,1,4,0,4,4
3,3,1,10000,4,3,0,10,26
3,3,2,3000,5,2,0,8,3
1,2,4,28053.35,4,4,0,8,8
2,2,2,10000,4,3,0,6,26
3,2,4,10000,4,3,0,8,25
2,2,2,3000,4,2,0,8,3
2,2,1,28113.08,3,4,0,14,13
1,3,4,28143.63,4,4,0,5,4
2,3,6,28173.34,3,4,0,6,11
1,2,2,215,2,2,1,9,3
2,3,3,5000,1,2,0,4,3
3,3,3,10000,3,3,0,10,25
2,3,1,4000,3,2,0,11,3
1,3,5,10000,2,3,0,5,24
3,3,3,28212.02,1,4,0,4,30
2,1,3,1015,4,2,1,6,3
3,2,3,2000,1,2,0,10,3
1,3,1,28248.42,3,4,0,11,6
1,2,2,3000,4,2,1,10,3
2,3,2,10000,2,3,0,12,24
2,3,6,10000,1,3,0,6,21
2,3,5,28260,1,4,0,6,1
3,3,2,10000,4,3,0,2,21
2,3,3,10000,4,3,0,7,21
1,3,4,10000,3,3,0,10,19
1,3,6,10000,3,3,1,6,18
2,3,3,28334.31,1,4,0,9,7
3,2,6,4000,4,2,0,10,3
3,3,4,10000,4,3,0,5,18
1,3,6,10000,3,3,0,6,17
1,2,2,10000,4,3,0,11,17
2,3,1,10000,4,3,0,10,16
1,3,3,10000,3,3,0,9,16
2,3,5,10000,4,3,1,15,16
2,1,2,2500,3,2,1,8,3
2,2,4,10000,2,3,0,8,16
3,3,2,10000,1,3,0,9,15
1,2,2,5000,2,2,0,6,3
3,2,1,28408.17,4,4,0,11,5
2,1,2,35,1,2,0,8,3
2,2,2,28685.04,4,4,0,5,7
2,3,1,10000,4,3,0,7,15
2,2,6,2500,4,2,0,7,3
1,2,4,10000,4,3,0,15,15
1,3,1,28780.41,4,4,0,7,0
2,1,3,3397.96,4,2,1,27,3
2,3,6,10000,4,3,0,5,15
2,3,1,28870.9,4,4,0,10,25
2,3,5,3000,2,2,0,10,3
2,3,2,28937.6,1,4,0,8,8
3,2,3,3000,1,2,0,6,3
1,3,3,10000,1,3,0,9,14
3,2,1,10000,4,3,0,4,14
2,3,5,28990.95,1,4,0,9,12
2,2,4,10000,1,3,1,10,14
2,3,2,29000,1,4,0,9,10
2,3,1,3000,1,2,0,7,3
2,2,3,4200,2,2,0,9,3
2,3,3,10000,4,3,0,12,13
1,3,3,10000,3,3,0,7,13
2,3,6,3000,1,2,0,7,3
3,3,2,10000,1,3,0,13,12
1,3,5,10000,1,3,0,16,12
1,3,6,29035.46,1,4,0,6,12
2,3,4,29053.35,4,4,1,8,8
1,3,6,10000,3,3,0,10,12
1,1,4,2000,4,2,1,13,3
2,1,6,1930,1,2,1,8,3
1,2,4,35,5,2,0,10,3
2,1,6,100,1,2,1,13,3
1,2,3,5000,1,2,0,8,3
3,3,2,339.78,1,2,0,6,3
2,2,4,29055.32,2,4,1,10,8
2,2,2,3000,2,2,0,6,3
1,2,4,29158.67,2,4,0,5,11
1,3,3,29175.56,3,4,0,11,16
1,3,3,10000,1,3,0,6,12
2,2,1,10000,1,3,0,9,12
2,2,4,2500,1,2,1,10,3
2,2,6,10000,4,3,0,6,12
2,2,2,35,2,2,1,10,3
3,3,1,10000,4,3,0,13,12
3,2,5,3000,5,2,0,7,3
3,2,3,2500,4,2,0,8,3
2,3,4,29201.59,4,4,1,11,9
1,2,6,339.78,4,2,0,11,3
2,1,4,2500,4,2,0,7,3
1,1,6,10000,1,3,1,9,11
3,3,5,10000,4,3,0,6,11
2,2,2,10000,1,3,0,8,11
2,3,2,10000,4,3,0,14,11
2,3,6,10000,4,3,1,12,11
3,2,5,2000,1,2,0,12,3
1,3,3,29374.72,1,4,1,12,24
1,2,2,10000,4,3,0,8,11
3,2,1,10000,3,3,1,13,11
1,3,2,10000,1,3,0,13,10
3,2,5,4000,4,2,0,8,3
1,2,1,3000,4,2,0,11,3
2,3,3,29479.27,1,4,0,8,3
2,3,3,3000,4,2,1,11,3
2,3,1,10000,4,3,0,9,10
2,2,2,10000,2,3,1,6,10
3,2,3,3000,1,2,0,5,3
1,1,3,1000,4,2,1,20,3
2,2,2,5000,4,2,0,7,3
3,2,4,29673.44,4,4,1,21,2
2,2,1,3000,4,2,0,10,3
2,2,3,3151.25,4,2,0,5,3
1,3,4,29741.46,4,4,0,7,4
2,1,2,1000,1,2,1,10,3
1,3,1,10000,4,3,0,7,9
1,3,1,3000,1,2,0,7,3
2,2,4,3000,4,2,1,20,3
2,3,4,10000,1,3,0,7,9
3,3,6,10000,3,3,0,1,9
3,1,3,3000,4,2,0,15,3
2,3,3,29758.93,1,4,0,6,3
2,3,2,10000,4,3,1,12,9
2,3,2,10000,4,3,0,5,9
2,2,6,10000,4,3,0,10,9
2,2,3,10000,4,3,0,14,8
1,2,6,3000,5,2,0,10,3
2,3,6,10000,4,3,0,5,8
2,2,4,3000,5,2,1,9,3
2,2,6,3000,1,2,0,3,3
2,3,6,2800,1,2,0,8,3
2,3,2,29847.32,2,4,1,10,31
2,2,1,5000,4,2,0,5,3
2,1,4,3000,2,2,1,8,3
2,2,6,3000,2,2,0,7,3
1,3,1,4000,2,2,0,6,3
3,2,4,10000,2,3,0,8,8
2,2,3,3000,2,2,0,4,3
2,3,6,29958,2,4,1,9,5
3,1,3,5000,1,2,1,8,3
3,1,2,10000,4,3,0,16,8
2,2,3,10000,1,3,1,11,8
3,3,2,10000,4,3,0,6,8
1,1,6,10000,1,3,0,9,8
2,3,3,10000,4,3,0,8,8
3,3,6,29987.28,2,4,0,9,4
3,2,6,3000,1,2,1,14,3
2,2,3,3000,2,2,1,14,3
1,3,4,30000,4,4,0,8,24
3,3,5,30000,5,4,0,10,11
2,2,1,3000,4,2,0,6,3
3,2,2,3000,2,2,0,6,3
3,3,6,3000,4,2,0,8,3
2,3,3,10000,1,3,0,3,8
2,3,5,10000,4,3,1,5,7
1,3,4,10000,4,3,0,10,7
2,3,5,10000,1,3,0,9,7
2,1,2,72.5,4,2,0,8,3
2,3,2,10000,4,3,0,6,7
2,3,5,30000,4,4,1,11,10
2,2,3,3000,4,2,0,14,3
2,2,2,5000,1,2,0,5,3
3,3,3,10000,4,3,0,5,7
1,3,2,10000,4,3,0,9,7
2,2,3,50,1,2,0,8,3
3,2,5,10000,1,3,0,15,6
2,1,2,100,4,2,1,7,3
2,3,2,10000,4,3,0,6,6
1,3,4,30000,4,4,0,11,8
2,2,2,3000,1,2,0,4,3
2,1,6,10000,4,3,1,10,6
2,3,2,10000,3,3,0,6,6
2,3,4,30000,2,4,1,5,6
1,2,2,10000,4,3,1,11,6
2,2,3,10000,2,3,0,13,6
1,1,5,600,1,2,1,15,3
2,2,3,3000,4,2,0,12,3
2,1,5,3000,2,2,0,6,3
2,2,5,10000,3,3,1,14,6
1,3,6,30000,1,4,0,8,5
3,2,4,10000,4,3,0,9,6
1,2,5,600,2,2,0,12,3
2,2,6,5000,3,2,1,5,3
1,2,3,10000,4,3,0,4,6
2,3,2,10000,5,3,0,7,6
3,1,3,3000,1,2,0,13,3
1,2,3,10000,4,3,0,11,6
1,2,1,3000,2,2,0,10,3
1,2,3,30000,4,4,0,9,5
2,2,3,30000,1,4,0,7,4
2,2,4,3000,4,2,0,12,3
1,2,2,3000,4,2,1,20,3
1,3,1,3000,1,2,1,6,3
2,3,2,30000,4,4,0,7,4
3,2,1,10000,2,3,0,5,6
3,2,3,10000,2,3,0,2,5
1,3,3,30000,4,4,0,10,4
1,2,2,4800,3,2,0,6,3
3,2,4,4000,1,2,0,12,3
2,2,4,10000,4,3,0,8,5
2,3,1,3000,1,2,0,7,3
1,2,4,3000,1,2,0,8,3
2,3,4,10000,4,3,1,9,5
2,2,2,10000,4,3,1,9,5
2,1,5,5000,1,2,1,13,3
2,2,2,4000,1,2,0,10,3
3,2,3,3000,1,2,0,6,3
2,2,3,5000,4,2,1,11,3
2,1,4,10000,1,3,1,11,5
2,1,4,3000,4,2,0,5,3
3,3,3,3000,4,2,0,10,3
1,3,4,10000,1,3,0,6,5
2,1,3,10000,4,3,1,13,5
3,2,1,35,4,2,0,6,3
2,3,4,1000,1,2,0,13,3
1,2,3,4217.08,1,2,0,7,3
2,3,3,10000,4,3,0,11,5
1,2,5,30000,1,4,0,7,4
2,3,4,1000,5,2,0,9,3
2,2,2,30000,1,4,0,9,4
2,3,6,10000,1,3,1,10,5
3,2,5,30000,1,4,0,7,4
1,1,5,2500,2,2,0,9,3
2,2,2,30000,2,4,0,3,4
1,2,5,10000,1,3,0,8,5
2,3,2,30000,1,4,1,13,4
1,2,6,10000,5,3,0,5,5
2,3,6,10000,4,3,1,11,5
1,3,3,10000,4,3,1,8,5
2,2,3,2500,2,2,0,6,3
3,2,3,10000,4,3,1,20,5
2,1,3,10000,4,3,1,11,5
2,2,4,3000,4,2,0,5,3
3,2,2,10000,4,3,0,11,5
2,3,4,3000,4,2,0,5,3
1,2,4,3000,1,2,1,11,3
2,2,2,10000,2,3,0,9,5
1,3,5,10000,4,3,0,11,5
2,2,6,3000,4,2,0,4,3
1,3,3,10000,2,3,0,11,5
1,3,4,30000,1,4,0,10,4
2,3,3,10000,4,3,0,6,5
2,3,2,10000,4,3,1,7,5
1,3,6,3000,1,2,0,14,3
2,3,2,10000,5,3,1,13,5
1,3,2,10000,4,3,0,7,5
3,3,4,5000,2,2,0,7,3
2,3,6,30000,1,4,1,14,4
1,3,4,10000,1,3,1,9,5
2,2,1,1150,2,2,0,9,3
3,3,2,10000,4,3,0,11,5
2,2,6,30000,1,4,0,5,4
1,3,3,30000,1,4,0,10,4
2,2,3,211,3,2,1,16,3
2,2,3,30000,4,4,0,15,2
2,1,4,50,1,2,1,7,3
2,3,2,10000,4,3,0,10,5
2,3,3,10000,4,3,0,7,5
3,2,5,5000,4,2,0,12,3
3,3,1,10000,2,3,0,14,5
2,2,3,30000,2,4,0,3,2
3,2,4,30000,1,4,0,8,2
1,3,2,10000,4,3,0,9,5
2,2,3,10000,4,3,0,9,5
2,2,2,600,1,2,0,7,3
2,3,2,30000,1,4,1,10,1
2,2,3,5000,3,2,1,19,3
1,3,4,30000,1,4,0,7,1
1,2,6,30000,5,4,0,9,1
2,3,2,1500,4,2,0,9,3
2,3,1,10000,4,3,0,7,5
2,3,2,10000,1,3,0,8,5
3,3,2,5000,2,2,0,9,3
1,2,4,1711.02,1,2,0,5,3
1,3,5,10000,1,3,0,7,5
1,3,4,4000,1,2,0,4,3
1,2,4,10000,1,3,0,7,5
1,2,2,3000,1,2,0,7,3
1,2,4,3000,4,2,0,9,3
1,3,3,10000,1,3,0,7,5
2,1,2,10000,4,3,0,12,5
1,3,1,30000,2,4,0,5,1
2,2,3,35,2,2,0,12,3
2,2,3,10000,4,3,0,7,5
2,1,7,30000,4,4,1,15,4
3,3,3,5000,4,2,0,11,3
2,3,3,2000,1,2,0,7,3
2,3,6,1864.04,1,2,0,11,3
2,3,2,10000,4,3,0,6,5
2,2,6,10000,1,3,0,6,5
1,3,2,10000,4,3,0,7,5
2,3,5,30000,2,4,1,5,1
3,3,1,10000,4,3,1,10,5
3,2,5,10000,3,3,0,8,5
1,3,4,3000,2,2,0,6,3
2,3,1,10000,4,3,1,9,5
2,2,5,335,2,2,0,11,3
2,3,3,30026.67,2,4,0,12,32
2,3,1,10000,1,3,0,6,4
1,2,6,3000,1,2,0,14,3
1,3,6,30035.47,1,4,0,11,8
3,3,5,10000,1,3,0,9,4
3,3,3,3397.96,1,2,0,9,3
2,3,4,10000,2,3,0,7,4
1,3,1,30053.35,2,4,0,6,17
1,3,2,30075,4,4,0,12,29
3,3,4,10000,1,3,0,4,4
3,1,2,3000,1,2,0,8,3
1,3,3,30075,1,4,0,12,4
2,2,3,10000,4,3,1,9,4
3,2,6,2000,3,2,0,11,3
3,3,6,10000,3,3,0,7,4
1,1,1,3000,4,2,1,5,3
2,3,2,10000,1,3,0,10,4
2,2,1,3000,2,2,0,8,3
2,3,2,30075,4,4,0,10,0
2,3,1,30088.21,4,4,0,11,7
2,1,6,40,1,2,1,9,3
3,2,4,3000,4,2,0,12,3
3,3,3,10000,1,3,0,6,4
1,2,4,30088.81,4,4,0,9,12
3,2,3,30089.55,4,4,0,7,6
2,3,6,2489.81,2,2,0,4,3
2,3,2,10000,1,3,1,11,4
1,3,5,10000,4,3,0,6,4
1,2,4,3000,1,2,0,12,3
1,3,4,10000,1,3,0,12,4
2,3,5,10000,4,3,0,5,4
1,3,6,10000,2,3,0,6,4
2,1,6,3000,5,2,1,10,3
2,3,6,10000,4,3,0,5,4
1,1,6,3000,1,2,0,4,3
1,2,4,0.01,4,1,0,3,3
2,3,2,30107.64,3,4,0,10,8
1,3,2,30131.68,4,4,0,6,6
3,2,5,4200,2,2,0,7,3
1,3,1,30156.69,4,4,1,7,7
2,3,1,30158.67,4,4,0,10,11
1,2,4,5000,1,2,0,8,3
2,1,6,840,2,2,1,9,3
2,1,3,2500,4,2,1,9,3
1,3,3,3000,4,2,0,6,3
1,1,1,3000,4,2,0,3,3
2,3,4,10000,2,3,1,7,4
1,2,4,30158.67,1,4,1,7,7
2,2,4,3555.3,3,2,0,11,3
3,3,4,10000,1,3,0,12,4
3,1,1,80,4,2,0,7,3
1,2,4,3000,4,2,0,8,3
2,3,1,10000,4,3,0,10,4
2,3,2,30160.98,4,4,0,8,5
2,3,4,30212.49,4,4,0,10,21
2,3,2,3000,4,2,0,14,3
3,3,3,10000,1,3,0,8,4
2,1,6,755.13,1,2,0,7,3
3,2,4,3000,1,2,0,6,3
2,1,5,190,4,2,1,9,3
3,3,5,10000,1,3,0,8,4
1,1,3,2648.25,4,2,1,9,3
3,3,3,30225,2,4,1,7,4
1,2,4,10000,2,3,0,7,4
2,2,2,2000,3,2,0,7,3
1,3,3,3000,4,2,1,12,3
3,3,1,10000,4,3,0,8,4
3,3,4,10000,3,3,0,13,4
1,2,6,10000,4,3,0,8,4
3,3,3,30235.99,1,4,0,5,11
3,1,4,30238.38,4,4,1,11,7
2,3,6,10000,5,3,0,10,4
1,2,3,2500,1,2,0,5,3
2,1,6,10000,4,3,0,8,4
2,2,3,10000,1,3,0,10,4
2,1,4,5000,2,2,1,12,3
2,1,4,4800,1,2,0,6,3
1,2,6,3000,4,2,0,4,3
2,2,6,30300,4,4,0,11,8
3,3,4,10000,4,3,0,5,4
3,3,2,3000,1,2,0,11,3
2,3,6,10000,2,3,0,5,4
1,3,2,30500,5,4,1,8,6
2,3,3,10000,1,3,0,6,4
2,2,4,30554.14,1,4,0,15,3
3,2,3,4000,2,2,0,9,3
1,2,1,3000,3,2,0,10,3
3,2,5,3000,4,2,0,4,3
3,2,1,10000,4,3,0,12,4
1,3,2,3000,2,2,0,9,3
3,2,6,844.87,3,2,0,10,3
2,1,5,3360,1,2,1,10,3
2,1,1,30649.41,4,4,1,9,1
1,3,5,10000,2,3,0,8,4
1,1,5,10000,2,3,0,7,4
3,3,1,30712.01,3,4,0,8,7
2,3,2,10000,1,3,0,7,4
2,2,1,30937.6,4,4,1,17,5
2,2,3,10000,4,3,0,9,4
2,3,6,10000,2,3,0,3,4
1,3,1,10000,4,3,1,17,4
3,3,3,10000,4,3,0,6,4
2,3,3,10000,4,3,0,5,4
1,2,4,3000,2,2,0,9,3
2,3,2,10000,2,3,0,6,4
1,3,4,31000,3,4,0,11,15
1,3,6,10000,3,3,0,8,4
2,3,1,31000,1,4,0,6,6
2,3,4,31000,3,4,0,9,6
1,3,1,1000,1,2,0,9,3
2,3,4,31000,4,4,0,7,5
1,2,2,3000,2,2,0,8,3
2,1,6,278.78,4,2,0,5,3
2,3,5,10000,1,3,0,8,4
1,3,3,31000,4,4,0,3,5
3,2,2,3000,2,2,0,6,3
2,3,4,31000,2,4,0,9,4
2,2,5,10000,1,3,0,4,4
2,3,1,10000,4,3,0,8,4
2,3,5,10000,4,3,0,8,4
3,3,5,31000,1,4,0,7,1
1,3,6,5000,1,2,0,8,3
2,1,3,107.89,1,2,1,23,3
1,3,1,10000,4,3,0,2,4
2,2,4,10000,4,3,0,11,4
2,1,1,1000,4,2,1,15,3
3,2,4,10000,2,3,0,6,4
3,3,4,3000,3,2,0,4,3
2,3,2,31053.34,4,4,1,10,22
3,1,2,50,1,2,1,8,3
2,3,6,31053.34,4,4,0,13,6
3,3,4,31053.35,1,4,0,13,6
2,2,3,10000,1,3,0,7,4
2,2,2,10000,1,3,0,8,4
1,3,3,31065,1,4,0,6,8
1,3,2,31082.71,4,4,0,6,5
2,2,6,2400,4,2,0,8,3
3,2,2,31105.32,3,4,0,10,8
1,1,3,2500,4,2,0,8,3
2,2,1,10000,4,3,0,14,4
2,3,3,10000,3,3,0,7,4
2,2,6,241.46,4,2,1,9,3
1,2,6,31107.65,1,4,0,11,8
1,3,3,10000,1,3,0,6,4
2,3,4,10000,4,3,0,8,4
2,3,5,10000,1,3,0,5,4
2,1,5,0.01,1,1,0,13,3
2,3,5,31212.02,4,4,0,15,7
2,2,1,10000,3,3,0,10,4
1,3,1,31500,4,4,0,7,9
2,2,4,3000,1,2,0,9,3
3,3,3,10000,1,3,0,10,4
2,1,3,150,4,2,1,17,3
2,3,4,10000,2,3,0,6,4
2,3,3,31800,3,4,0,14,6
2,1,6,3000,1,2,1,12,3
2,1,4,3000,1,2,0,6,3
1,3,3,10000,1,3,0,7,4
1,3,2,31853.35,4,4,0,7,8
1,1,6,2000,2,2,1,21,3
2,3,1,10000,4,3,1,12,4
1,3,2,10000,4,3,0,6,4
3,2,6,3000,1,2,0,7,3
3,3,6,31884.25,2,4,0,10,8
1,2,5,3000,4,2,0,9,3
1,2,2,1500,1,2,0,4,3
1,3,6,2400,4,2,0,8,3
3,1,2,4884,4,2,0,8,3
2,3,2,10000,2,3,1,6,4
1,3,2,10000,4,3,0,6,4
1,3,5,32000,4,4,0,6,4
2,3,1,5000,4,2,0,8,3
2,2,2,3000,2,2,0,3,3
2,2,6,1000,1,2,0,9,3
2,1,6,50.38,4,2,1,9,3
2,3,3,10000,3,3,0,7,4
3,3,6,100,2,2,0,6,3
2,2,6,3000,1,2,0,4,3
2,1,5,2500,1,2,1,10,3
2,2,1,3000,4,2,0,10,3
2,3,2,10000,4,3,0,9,4
1,3,3,10000,4,3,0,15,4
1,3,6,3000,1,2,0,12,3
2,1,4,3000,2,2,0,5,3
2,2,6,32016.6,2,4,0,12,3
3,3,5,4757.13,5,2,0,8,3
2,3,5,32016.89,4,4,0,8,15
2,3,3,3000,1,2,0,7,3
2,3,2,32050,2,4,0,9,32
2,3,5,3000,4,2,1,6,3
1,2,2,10000,3,3,0,12,4
1,3,2,10000,1,3,0,9,4
3,3,2,32050,4,4,0,5,12
2,3,4,10000,1,3,0,6,4
2,3,6,10000,4,3,0,5,4
1,3,5,3000,2,2,0,8,3
2,3,6,10000,1,3,0,14,4
3,3,2,32053.35,1,4,0,6,7
2,1,4,3000,2,2,1,25,3
2,3,3,10000,4,3,0,8,4
2,3,4,32062.5,3,4,1,10,4
1,2,2,10000,1,3,1,12,4
1,2,3,1000,4,2,0,11,3
2,1,3,2000,4,2,1,13,3
1,3,5,10000,3,3,1,6,4
1,3,4,10000,4,3,0,9,4
3,2,5,10000,1,3,0,5,4
2,3,4,32104.65,1,4,0,6,4
2,1,5,1288.44,4,2,1,21,3
2,3,2,10000,3,3,0,5,4
2,2,6,32406.61,5,4,0,10,4
2,3,3,32437.64,1,4,0,7,3
1,1,3,3000,1,2,0,13,3
3,2,3,32616.19,2,4,0,8,8
2,1,5,3050,1,2,0,8,3
2,2,2,70,4,2,1,26,3
1,1,4,2000,3,2,0,6,3
2,2,4,2400,2,2,1,9,3
